Date,ecsa trip spore/jpn (from recalada),usg trip spore/jpn rge (Handy),cont trip spore/jpn rge (Handy),usg trip cont(arag rge) (Handy),canakkale trip pmo/india (basis 30 day coal wci) (Handy),ecsa trip spore/jpn (smax from santos),usg trip spore/jpn rge (Smax),cont trip spore/jpn rge (Smax),usg trip cont(arag rge) (Smax),canakkale trip pmo/india (basis 30 day coal wci) (Smax),Cape Avg 5TC,Pmx Avg 5TC,Pmx Avg 4TC,Smx Avg 11TC,Smx Avg 10TC,Handysize Avg 7TC
2022-04-29,45.5,31.0,25.0,36.0,24.5,21.0,42.0,29.5,47.0,24.0,17.713,26.4425,25.1065,,30.074,28.67918
2022-05-06,47.5,33.0,25.0,38.0,27.5,20.0,41.0,29.5,50.0,26.0,24.002380000000002,28.5715,27.2355,,30.024,29.51578
2022-05-13,45.0,33.0,26.0,31.0,29.0,21.0,39.0,29.5,42.0,26.0,32.733,29.5445,28.2085,,30.272,30.107
2022-05-20,45.0,32.0,25.0,30.0,22.0,21.5,37.0,28.5,41.0,26.0,37.53775,30.44,29.104,,30.971,29.90838
2022-05-27,43.0,30.0,24.0,28.5,25.0,20.5,38.0,27.5,38.0,26.0,23.37325,27.4306,26.0946,,30.757,29.651529999999998
2022-06-10,33.0,24.0,22.5,17.0,23.0,19.0,32.0,24.0,27.0,25.0,19.66525,23.66235,22.326349999999998,,27.44,25.5093
2022-06-17,35.0,22.0,20.5,17.0,22.0,19.0,27.5,22.0,26.0,22.0,24.776,25.75695,24.42095,,27.139,24.1692
2022-06-24,32.0,19.0,19.5,17.0,21.0,19.0,25.0,19.5,24.0,22.5,19.8745,24.254450000000002,22.91845,,26.942,24.0091
2022-07-01,30.0,17.0,19.5,13.0,22.5,18.0,25.5,19.5,24.0,26.0,19.74538,22.297400000000003,20.9614,,25.192,22.97253
2022-07-08,28.0,17.0,18.0,14.0,18.5,17.0,26.5,19.5,29.0,22.0,18.82488,20.010450000000002,18.67445,,23.797,21.33763
2022-07-15,30.0,17.0,18.0,14.0,18.5,16.0,26.5,19.5,29.5,21.5,24.20875,16.968700000000002,15.632700000000002,,22.424,21.24935
2022-07-22,30.0,18.5,20.0,17.5,18.5,17.0,27.5,19.5,29.5,19.5,22.36175,18.8384,17.5024,,22.88,21.796349999999997
2022-07-29,30.0,19.5,20.0,18.5,17.5,17.25,27.0,20.0,25.0,22.0,17.25488,18.4634,17.1274,,21.681,21.113529999999997
2022-08-05,30.0,15.5,18.0,17.5,17.5,16.5,23.5,18.0,23.0,17.0,11.6995,17.6993,16.3633,,18.698,19.0456
2022-08-12,28.0,14.0,17.0,15.5,17.0,16.5,21.0,18.0,20.0,22.0,10.898,17.16085,15.82485,,17.526,17.59765
2022-08-19,28.0,14.5,17.0,16.0,17.0,16.0,23.0,18.0,19.0,19.5,6.26713,15.18765,13.85165,,19.082,17.28493
2022-08-26,24.0,14.5,17.0,16.0,17.0,16.0,21.0,18.0,18.5,19.5,3.41263,12.34365,11.00765,,19.183,16.793830000000003
2022-09-02,22.0,15.0,15.0,15.5,16.5,14.0,17.5,16.5,17.5,18.5,6.07625,11.4419,10.1059,,16.658,15.6496
2022-09-09,22.0,15.0,15.0,14.5,15.0,15.0,15.5,14.5,16.5,17.5,5.57388,16.7864,15.4504,,16.227,15.708620000000002
2022-09-16,22.0,18.5,14.0,17.5,16.0,16.0,19.0,18.0,17.5,18.0,12.59888,17.912950000000002,16.57695,,17.057,16.28148
2022-09-23,24.0,19.0,17.5,18.0,16.0,15.5,22.0,18.0,21.5,19.5,18.29275,17.95915,16.623150000000003,,18.172,17.382630000000002
2022-09-30,27.5,19.0,20.5,18.0,17.5,16.0,22.0,19.0,21.5,24.0,16.214,18.7417,17.4057,,18.292,18.15865
2022-10-06,,,,,,17.5,24.5,24.0,22.5,27.0,20.78563,20.083650000000002,18.74765,,18.59,18.5073
2022-10-07,27.5,18.5,21.0,17.5,20.0,17.5,24.5,24.0,22.5,27.0,19.87425,20.1163,18.7803,,18.763,18.5882
2022-10-13,28.5,17.5,24.0,16.5,23.0,18.0,25.0,24.0,22.5,26.0,17.36513,18.79555,17.45955,,18.654,18.3617
2022-10-20,28.5,17.5,24.0,18.0,25.0,17.5,27.5,26.0,23.5,28.0,17.50475,19.4477,18.1117,,18.435,17.39398
2022-10-27,29.0,17.5,24.0,16.0,25.0,16.5,26.0,27.0,23.0,27.0,14.500129999999999,17.100099999999998,15.764100000000001,,17.292,16.58805
2022-11-03,28.0,17.5,20.0,15.5,23.0,16.25,22.0,26.0,19.0,26.0,10.157879999999999,15.2949,13.9589,,14.161,15.133280000000001
2022-11-10,28.0,17.5,17.0,14.5,20.0,15.5,25.0,21.0,20.5,29.0,13.70225,14.5743,13.238299999999999,,13.495,14.340950000000001
2022-11-17,28.0,17.5,16.0,14.5,20.0,15.0,26.0,19.5,20.5,29.0,9.854629999999998,14.8499,13.5139,,12.929,13.733780000000001
2022-11-24,26.5,17.0,16.0,15.0,20.0,15.0,23.0,19.0,21.5,26.0,11.47925,13.1953,11.8593,,12.91,13.44675
2022-12-01,25.0,17.0,15.0,14.0,17.0,14.75,24.5,17.0,20.0,24.0,13.01963,14.4221,13.0861,,12.818,13.355979999999999
2022-12-08,28.0,17.5,15.0,16.0,13.0,15.0,26.0,17.0,21.0,20.0,13.88775,14.9498,13.6138,,12.683,13.198649999999999
2022-12-15,25.0,17.5,15.0,16.0,13.0,15.5,33.0,18.5,24.0,19.0,17.37375,14.92365,13.58765,,12.832,12.82847
2022-12-22,24.0,15.0,13.5,14.0,13.0,15.4,27.0,17.0,23.0,18.5,21.77475,14.070450000000001,12.73445,,11.913,12.07517
2023-01-05,20.0,13.0,11.5,10.5,12.0,13.5,21.0,16.0,17.0,16.0,12.4725,11.986,10.65,,9.585,10.28623
2023-01-12,16.5,13.0,11.0,9.0,12.0,11.5,15.0,16.5,10.0,15.0,11.188379999999999,9.7568,8.4208,,7.869,9.15255
2023-01-19,15.0,11.0,10.0,9.5,11.5,11.25,11.0,14.5,9.0,14.5,7.40438,9.640649999999999,8.304649999999999,,7.198,8.09075
2023-01-26,15.0,11.0,10.0,8.5,11.5,11.5,13.0,12.0,9.0,12.5,4.55125,9.4094,8.0734,,7.097,7.77623
2023-02-02,14.25,9.5,10.0,7.5,12.0,10.5,10.5,11.0,7.0,12.0,3.68838,8.8935,7.5575,,7.529,7.85508
2023-02-09,14.5,9.5,10.0,7.0,12.5,10.5,11.0,11.0,6.5,12.5,3.75163,7.7453,6.4093,,6.995,7.84108
2023-02-16,13.5,9.5,10.0,8.0,12.5,11.0,12.0,11.0,9.0,13.0,2.27988,7.3576999999999995,6.0217,,7.258,7.804600000000001
2023-02-23,16.0,11.0,11.0,10.0,13.0,13.0,15.0,15.5,13.0,14.5,4.7535,10.520100000000001,9.1841,,10.336,8.87495
2023-03-02,17.0,11.5,13.0,11.0,14.0,15.5,15.0,18.5,13.0,16.5,8.295879999999999,14.005799999999999,12.669799999999999,,13.113,10.350280000000001
2023-03-09,17.0,14.5,16.5,12.0,17.0,14.75,15.5,18.5,13.0,20.5,13.783,14.617049999999999,13.281049999999999,,12.975,11.166870000000001
2023-03-16,18.0,17.5,17.0,14.0,17.5,15.0,18.0,18.0,15.0,21.5,16.38663,15.71565,14.37965,,14.43,12.37997
2023-03-23,18.0,18.5,17.0,15.5,18.5,14.75,19.0,18.0,18.0,22.5,15.39575,14.26015,12.92415,,14.668,12.66348
2023-03-30,18.0,14.5,17.0,12.5,18.5,14.5,17.0,18.0,15.5,21.5,13.90063,14.6216,13.2856,,13.602,12.43268
2023-04-06,18.0,13.5,17.0,10.5,18.5,14.5,17.0,18.0,16.0,21.5,16.928,16.66065,15.32465,,12.773,11.5784
2023-04-13,18.0,13.5,17.0,10.5,16.5,14.5,18.0,18.0,16.0,19.5,15.657,15.72395,14.38795,,12.158,11.29543
2023-04-20,21.0,16.5,18.0,15.0,15.5,15.0,23.0,20.0,19.5,20.0,14.746379999999998,15.094149999999999,13.758149999999999,,12.965,11.69895
2023-04-27,21.0,16.5,18.5,15.0,15.0,15.0,23.0,20.0,19.5,19.0,18.87388,14.505799999999999,13.169799999999999,,13.036,11.96523
2023-05-04,20.5,14.5,17.0,10.5,14.5,15.5,22.0,19.0,17.0,18.5,19.28275,13.62955,12.29355,14.11848,12.154,11.72348
2023-05-11,20.0,17.5,17.0,10.5,13.5,15.0,23.0,18.5,19.0,18.5,21.27638,13.00885,11.67285,14.207,12.235,11.42263
2023-05-18,19.5,17.5,14.0,12.5,13.5,14.25,23.5,17.5,19.5,17.0,17.7665,11.1117,9.7757,13.807,11.931,11.05
2023-05-25,18.5,17.5,13.0,12.5,12.0,14.0,19.5,15.0,15.0,17.5,14.57725,10.271700000000001,8.9357,12.692,10.782,10.68713
2023-06-01,16.0,11.5,12.5,10.0,11.5,12.0,17.0,15.0,14.5,17.0,9.48738,9.26975,7.93375,11.126,9.312,10.0619
2023-06-08,15.0,11.5,12.5,8.0,10.5,11.75,16.0,15.0,10.5,14.5,12.11188,10.3115,8.9755,9.976,8.219,9.08598
2023-06-15,13.5,11.0,11.5,7.5,10.5,13.0,16.0,14.0,10.0,14.0,13.2575,10.65815,9.322149999999999,9.937,8.138,8.474219999999999
2023-06-22,17.0,10.5,12.0,7.0,10.5,14.0,15.0,15.0,9.5,13.0,16.51413,10.26285,8.92685,10.24,8.26,8.20195
2023-06-29,15.0,10.0,12.0,7.0,10.5,13.0,12.0,15.0,7.0,13.0,14.589379999999998,9.368049999999998,8.03205,10.293,8.251,8.06475
2023-07-06,14.5,9.0,10.0,6.5,11.0,11.75,14.0,11.5,10.0,12.0,12.264629999999999,8.73555,7.3995500000000005,9.925,8.011,7.68708
2023-07-13,13.5,9.0,10.0,6.5,11.0,11.75,15.0,11.5,11.5,11.5,14.02775,9.90555,8.56955,9.875,8.173,7.397600000000001
2023-07-20,12.5,9.0,11.0,7.5,8.5,11.5,15.0,12.0,12.0,11.0,11.787379999999999,8.50285,7.16685,9.924,8.331,7.24733
2023-07-27,12.0,9.0,11.5,7.5,10.0,11.75,11.5,11.0,8.5,11.0,14.93738,8.594299999999999,7.2583,9.571,8.066,7.142399999999999
2023-08-03,12.0,9.0,9.5,7.5,9.5,12.0,12.5,11.5,8.5,11.0,14.9555,10.01035,8.67435,9.157,7.646,7.03
2023-08-10,13.0,9.5,9.5,8.0,10.0,13.5,15.0,10.5,10.0,11.5,13.88275,11.628549999999999,10.292549999999999,9.54803,7.771,7.21135
2023-08-17,17.0,10.0,13.0,8.5,13.0,13.5,14.0,14.5,12.0,14.0,13.80875,13.70215,12.36615,11.04688,9.449,8.26853
2023-08-24,18.5,10.5,13.5,9.0,14.0,13.5,17.0,14.5,14.0,15.0,10.442879999999999,13.1063,11.770299999999999,11.75698,9.966,9.00438
2023-08-31,18.5,12.5,14.0,10.5,16.5,14.0,21.0,15.5,18.0,17.0,9.071629999999999,13.52585,12.18985,12.668379999999999,10.584,9.610629999999999
2023-09-07,18.5,15.0,17.0,12.5,17.5,14.75,23.0,20.0,19.5,26.0,9.86325,13.254950000000001,11.91895,13.7409,11.616,10.20393
2023-09-14,18.0,19.0,25.0,14.0,20.5,15.0,21.0,23.0,18.0,28.0,12.53688,14.78075,13.44475,15.20818,13.155,11.2376
2023-09-21,18.5,20.0,25.0,16.0,21.5,15.5,25.0,26.0,17.0,28.5,16.64625,15.264700000000001,13.928700000000001,16.78448,14.852,12.03395
2023-09-28,17.5,20.0,21.0,16.0,20.5,15.0,22.0,21.5,17.0,27.5,20.67525,15.38425,14.04825,16.2459,14.237,12.23208
2023-10-05,19.0,18.0,21.0,16.0,19.5,15.0,20.0,21.0,16.0,25.5,24.72738,14.329450000000001,12.993450000000001,15.454030000000001,13.595,12.12967
2023-10-12,21.0,18.0,21.0,16.0,18.0,15.5,27.0,25.0,17.0,26.5,27.1845,14.33315,12.99715,15.79023,13.929,12.3075
2023-10-19,20.0,18.5,20.0,16.0,17.5,15.5,27.0,26.0,20.0,24.0,30.130380000000002,14.7194,13.3834,16.21623,14.152,12.393049999999999
2023-10-26,18.5,21.0,18.0,20.0,17.0,14.5,24.5,20.0,17.0,22.0,20.44638,14.6519,13.3159,15.5037,13.492,12.077879999999999
2023-11-02,17.5,22.0,16.5,21.0,14.0,13.75,29.0,25.0,22.0,21.5,15.613,13.14625,11.81025,14.2841,12.192,11.61488
2023-11-09,15.0,23.0,15.5,21.0,13.5,14.25,29.0,25.0,26.0,21.0,20.61813,13.500950000000001,12.164950000000001,14.26973,12.279,10.81983
2023-11-16,19.0,24.0,19.5,25.0,15.0,15.5,31.5,23.0,31.0,21.0,22.09563,16.1956,14.8596,14.8461,12.956,10.671850000000001
2023-11-23,19.0,24.0,24.0,21.0,16.0,16.0,33.0,27.0,33.0,24.0,22.215880000000002,18.3078,16.971799999999998,15.95805,13.918,11.6577
2023-11-30,30.0,29.0,32.0,28.0,20.0,17.0,38.0,33.0,39.0,32.0,46.68063,19.9752,18.639200000000002,18.007279999999998,15.678,13.522129999999999
2023-12-07,32.0,29.0,37.0,28.0,22.0,16.5,38.0,39.0,44.0,30.0,34.85388,19.7763,18.4403,19.0485,16.918,15.51065
2023-12-14,34.0,29.0,27.0,28.0,22.0,16.5,38.0,36.0,45.0,29.5,35.46325,17.23055,15.894549999999999,18.03035,15.865,16.31048
2023-12-21,33.0,29.0,24.0,26.0,21.0,15.5,32.0,34.5,34.0,32.0,27.87238,17.235599999999998,15.8996,17.44563,15.159,15.98352
2024-01-04,26.0,21.0,18.0,19.0,19.0,15.0,28.5,25.5,24.0,28.5,30.282,15.543299999999999,14.2073,15.8525,13.6,12.88322
2024-01-11,22.0,20.0,18.0,18.5,18.0,14.75,23.5,24.0,22.5,25.5,20.10463,12.7904,11.4544,14.447280000000001,12.188,11.2478
2024-01-18,22.0,20.0,19.0,18.0,18.0,15.25,20.5,25.0,17.0,24.5,15.365129999999999,13.432,12.096,13.49768,11.315,10.67725
2024-01-25,22.0,20.0,19.0,18.0,18.0,15.25,20.5,25.0,17.0,24.5,17.29763,15.20865,13.87265,13.877450000000001,11.677,10.74033
2024-02-01,21.0,18.0,12.0,13.5,18.0,16.5,24.0,24.0,20.5,20.0,15.9525,13.47085,12.13485,13.96175,11.526,10.5778
2024-02-08,19.75,17.0,16.5,12.5,19.0,16.75,29.0,24.0,19.0,20.0,18.2145,13.2694,11.933399999999999,14.16888,11.55,10.26588
2024-02-15,19.75,16.0,17.5,11.5,20.0,16.5,30.0,25.0,19.5,24.0,19.85013,14.60725,13.27125,14.260729999999999,11.64,10.21325
2024-02-22,20.0,14.0,17.5,10.5,21.0,16.5,25.0,24.0,16.5,24.5,23.13913,14.61515,13.27915,15.340879999999999,12.918,11.11593
2024-02-29,22.0,14.0,24.0,10.0,20.5,15.75,21.0,23.0,11.5,26.0,31.04475,15.129700000000001,13.793700000000001,15.967979999999999,13.832,12.746
2024-03-07,25.0,15.0,24.0,11.0,20.5,15.75,15.0,24.0,11.0,20.5,32.99625,16.5556,15.2196,16.481150000000003,14.484,13.669799999999999
2024-03-14,25.0,15.0,19.0,14.0,20.0,17.0,22.0,25.0,16.0,27.0,33.5205,19.19715,17.861150000000002,16.57885,14.458,13.99065
2024-03-21,24.0,19.0,22.0,14.0,20.0,17.25,23.0,26.0,14.5,27.5,29.75213,19.833849999999998,18.49785,17.565330000000003,15.167,14.30165
2024-03-28,24.0,16.5,20.0,8.0,20.0,16.0,18.0,25.5,13.0,27.5,21.86638,16.913,15.577,17.0214,14.638,13.897530000000001
2024-04-04,23.0,15.5,19.5,7.0,19.0,16.0,17.5,26.5,12.5,28.0,19.52175,15.6005,14.2645,16.20105,14.004,13.40745
2024-04-11,22.0,16.5,17.0,10.0,18.0,16.5,19.5,27.0,13.5,28.0,20.52275,15.0922,13.756200000000002,16.01,13.874,13.0343
2024-04-18,23.0,18.0,17.0,14.0,18.0,16.75,23.0,27.0,15.5,28.0,23.59775,16.885450000000002,15.54945,17.14078,15.013,13.2249
2024-04-25,23.0,18.0,18.0,13.0,17.0,16.5,21.5,26.0,18.0,28.0,18.49463,17.0653,15.729299999999999,18.370549999999998,16.367,13.49785
2024-05-02,22.0,15.0,17.0,10.0,16.0,16.5,21.0,24.0,15.0,28.0,19.67038,16.76625,15.43025,18.128349999999998,16.13,13.18285
2024-05-10,19.0,15.0,17.0,10.0,15.5,16.7,21.0,23.0,17.0,27.5,27.30138,18.2297,16.8937,18.17143,16.333,12.64675
2024-05-16,21.0,15.0,16.0,11.0,15.0,15.75,20.0,23.0,15.0,26.5,21.218130000000002,16.60175,15.26575,17.77543,15.676,12.46825
2024-05-23,19.0,14.0,14.5,10.5,14.0,15.0,18.0,18.5,12.0,22.5,21.43225,16.49225,15.15625,16.91628,14.795,12.34253
2024-05-30,19.0,14.0,13.0,10.0,13.0,15.0,19.0,18.5,13.5,19.5,22.80775,15.46635,14.13035,16.13335,14.15,12.918
2024-06-06,19.0,15.0,13.0,11.0,13.0,16.0,21.5,18.5,14.5,16.5,24.689130000000002,15.58275,14.24675,15.82728,13.809,12.882549999999998
2024-06-13,18.0,17.0,16.5,14.0,14.0,16.0,25.0,19.5,18.0,17.5,24.752380000000002,17.2804,15.9444,16.496299999999998,14.446,12.74158
2024-06-20,18.0,19.5,17.0,15.0,15.0,16.5,23.5,20.0,18.0,22.5,25.532880000000002,16.7993,15.463299999999998,17.34893,15.278,13.39407
2024-06-27,18.0,21.5,20.0,15.5,16.0,16.0,23.0,21.0,18.5,22.5,27.95363,15.0465,13.7105,17.36245,15.393,13.740530000000001
2024-07-04,18.5,20.5,18.0,15.5,16.0,15.0,25.0,20.0,20.0,21.5,28.91075,14.10975,12.77375,16.70238,14.711,13.40483
2024-07-11,20.5,21.5,17.0,16.0,15.0,15.5,26.0,21.0,23.0,22.0,26.3955,14.739049999999999,13.403049999999999,17.01478,14.971,13.3117
2024-07-18,21.0,22.5,15.0,18.0,15.0,15.0,24.0,21.25,28.0,22.0,24.94113,15.42345,14.08745,17.13275,15.065,13.47845
2024-07-25,23.0,22.5,18.0,18.0,14.0,16.0,24.0,20.75,24.0,22.5,22.3625,16.066399999999998,14.7304,17.316650000000003,15.252,13.671280000000001
2024-08-01,22.0,21.5,17.5,16.0,14.0,15.0,23.0,20.5,21.0,22.5,18.98563,15.4178,14.0818,16.926599999999997,14.867,13.69615
2024-08-08,22.0,21.5,17.0,15.5,14.0,15.75,22.0,20.0,20.0,21.5,20.395880000000002,14.58085,13.24485,16.385849999999998,14.324,13.59908
2024-08-16,19.5,21.0,15.0,15.0,14.0,16.0,22.0,20.5,18.0,21.0,21.037,13.969700000000001,12.633700000000001,16.40635,14.343,13.57553
2024-08-22,19.0,21.0,17.0,16.5,14.5,16.0,24.0,20.0,19.0,20.0,23.60838,12.99625,11.66025,16.57175,14.447,13.55557
2024-08-29,18.0,22.0,17.0,17.5,14.5,15.0,25.0,19.5,20.0,19.0,25.87,11.97465,10.63865,16.5261,14.429,13.406979999999999
2024-09-12,17.0,20.5,18.0,16.0,14.0,,,,,,26.74975,12.6198,11.2838,15.959299999999999,13.925,12.7574
2024-09-19,17.0,21.0,16.0,16.5,14.0,,,,,,26.98025,13.7534,12.417399999999999,16.13058,14.097,12.72555
2024-09-26,17.0,18.0,15.0,16.0,14.0,,,,,,29.69,13.484399999999999,12.148399999999999,16.6147,14.581,12.8086
2024-10-03,17.0,18.0,14.5,15.5,14.5,,,,,,27.363,12.30245,10.96645,15.928180000000001,13.894,12.8241
2024-10-10,18.0,20.0,12.5,15.0,14.5,,,,,,22.84413,13.0972,11.7612,16.09805,14.064,12.91188
2024-10-17,18.5,20.0,14.0,15.0,13.5,,,,,,19.259130000000003,11.59125,10.25525,15.8565,13.823,13.05163
2024-10-24,18.5,20.0,15.0,16.0,13.5,,,,,,15.41625,10.944799999999999,9.608799999999999,15.73095,13.697,13.090629999999999
2024-10-31,17.5,20.0,16.0,17.0,13.5,,,,,,15.36538,10.8345,9.4985,14.93638,12.902,12.94978
2024-11-07,17.5,19.0,12.5,15.0,13.5,,,,,,17.92963,10.5991,9.2631,13.87285,11.839,12.683129999999998
2024-11-14,17.5,18.0,13.5,14.0,13.5,,,,,,24.3465,10.9214,9.5854,13.00928,10.975,12.362680000000001
2024-11-21,18.0,16.5,13.5,13.5,13.5,,,,,,22.59475,9.9514,8.6154,12.46998,10.436,12.07922
2024-11-29,18.0,16.5,13.5,12.75,13.0,,,,,,17.6855,9.16085,7.8248500000000005,12.38443,10.35,11.86468
2024-12-05,17.5,16.5,14.0,13.5,12.0,,,,,,12.689879999999999,9.3636,8.0276,12.372,10.338,11.697
2024-12-12,17.0,16.5,13.0,13.5,11.5,,,,,,10.381879999999999,9.18585,7.84985,12.14233,10.108,11.26018
2024-12-19,17.0,16.5,11.0,12.5,11.0,,,,,,8.945,8.6805,7.3445,11.930729999999999,9.897,10.54988
2025-01-03,16.5,16.5,10.0,13.5,10.5,,,,,,11.40663,9.357850000000001,8.02185,11.17243,9.138,9.88418
2025-01-09,15.5,13.5,9.0,11.5,10.0,,,,,,9.652629999999998,8.9307,7.5947,10.495629999999998,8.462,9.2652
2025-01-16,15.5,13.5,10.0,11.5,9.5,,,,,,12.2935,8.0602,6.7242,9.66348,7.629,8.346530000000001
2025-01-23,13.0,13.5,9.0,11.0,9.0,,,,,,8.967,7.23885,5.90285,8.261299999999999,6.227,7.5309
2025-01-30,12.0,13.0,10.0,10.5,8.5,,,,,,6.97675,6.89855,5.56255,7.64593,5.612,6.85675
2025-02-06,13.0,13.0,9.5,9.5,9.0,,,,,,6.73275,9.25925,7.92325,8.20815,6.174,6.9797
2025-02-13,14.0,13.0,11.0,10.0,10.0,,,,,,5.8995,8.7648,7.4288,9.3658,7.332,8.18647
2025-02-20,16.0,13.0,15.5,10.5,10.0,,,,,,7.6025,10.2988,8.9628,10.94603,8.912,9.406979999999999
2025-02-27,15.0,13.0,15.5,10.75,10.0,,,,,,13.046,9.83105,8.495049999999999,11.40823,9.374,9.835700000000001
2025-03-06,13.0,13.5,15.5,11.75,11.0,,,,,,17.26675,8.9305,7.5945,10.92255,8.889,9.95918
2025-03-13,13.0,13.5,15.5,11.0,8.5,,,,,,23.992,11.69965,10.36365,11.30828,9.274,10.262030000000001
2025-03-20,13.0,10.5,16.5,11.0,8.5,,,,,,22.13913,12.217,10.881,12.77053,10.737,10.6715
2025-03-27,15.0,10.5,14.0,11.5,9.0,,,,,,20.95688,13.358649999999999,12.02265,12.72793,10.694,10.93275
2025-04-04,14.0,14.5,14.0,11.0,9.0,,,,,,18.40363,12.8239,11.4879,12.2781,10.244,11.02722
2025-04-10,14.0,14.5,13.0,11.5,9.0,,,,,,14.76788,10.7054,9.369399999999999,11.8885,9.855,10.541879999999999
2025-04-17,14.5,13.5,13.0,10.5,9.0,,,,,,13.91275,11.4602,10.1242,12.00558,9.972,10.23565
2025-04-24,15.0,12.0,12.0,9.0,9.0,,,,,,15.307129999999999,12.34535,11.00935,12.333549999999999,10.3,10.21353
2025-05-02,15.0,12.0,12.0,9.0,9.0,,,,,,17.24088,12.310049999999999,10.97405,12.07743,10.043,10.08015
2025-05-09,14.5,12.0,10.5,9.0,9.0,,,,,,14.16913,12.17315,10.83715,12.248149999999999,10.214,9.9746
2025-05-16,14.5,12.0,10.5,10.0,9.0,,,,,,16.73575,11.60755,10.27155,12.3575,10.324,9.967030000000001
2025-05-22,14.5,13.5,12.0,13.0,9.5,,,,,,15.605379999999998,11.41895,10.08295,12.4666,10.433,10.328280000000001
2025-05-30,15.0,18.0,12.25,15.0,9.5,,,,,,18.88538,10.07165,8.73565,12.0255,9.992,10.812719999999999
2025-06-06,15.0,18.0,12.25,15.0,9.5,,,,,,23.5715,11.209950000000001,9.87395,11.7957,9.762,10.80217
2025-06-12,15.0,18.5,10.0,17.5,11.0,,,,,,29.481,12.376149999999999,11.040149999999999,11.79505,9.761,10.847299999999999
2025-06-24,15.0,18.5,9.75,17.5,11.0,,,,,,23.36025,12.45515,11.11915,12.42473,10.391,11.3111
2025-06-26,18.0,18.5,9.0,17.0,11.0,,,,,,19.44675,13.21425,11.87825,12.6376,10.604,11.45108
2025-07-04,18.0,17.5,11.0,15.5,12.0,,,,,,15.38225,13.6825,12.3465,13.66803,11.634,11.3902
2025-07-11,18.0,17.0,10.5,14.5,12.5,,,,,,17.45275,16.743299999999998,15.4073,15.40818,13.374,11.604379999999999
2025-07-17,17.0,16.0,11.0,16.5,12.5,,,,,,25.05463,17.39855,16.062549999999998,16.8748,14.841,12.0663
2025-07-24,17.0,17.0,14.0,16.5,14.5,,,,,,31.42888,16.94035,15.60435,16.409580000000002,14.376,12.272950000000002
2025-08-08,17.0,16.5,12.75,14.5,14.5,,,,,,27.71638,14.711799999999998,13.3758,16.691380000000002,14.657,12.29395
2025-08-15,17.0,17.0,13.5,17.5,14.5,,,,,,27.323,14.600950000000001,13.26495,17.09998,15.066,12.570030000000001
2025-08-28,18.0,20.0,18.5,23.0,15.5,,,,,,23.91775,16.865,15.529,18.4662,16.432,13.5547
2025-09-04,18.0,19.0,17.0,20.0,15.5,,,,,,23.35488,15.8255,14.4895,18.46668,16.433,14.1518
2025-09-11,19.0,17.75,18.0,19.5,15.0,,,,,,25.218130000000002,17.98305,16.64705,18.754830000000002,16.721,14.4193
2025-09-18,19.0,17.75,20.0,22.0,15.0,,,,,,28.288130000000002,16.9277,15.591700000000001,18.861349999999998,16.827,14.5695
2025-09-26,19.0,20.0,22.0,23.5,16.0,,,,,,30.07625,16.48365,15.14765,18.697650000000003,16.664,15.12965
2025-10-02,21.0,19.75,22.5,23.5,16.0,,,,,,22.56175,15.16445,13.82845,18.401349999999997,16.367,15.547600000000001
2025-10-10,20.0,20.5,22.5,24.5,16.0,,,,,,23.2155,15.87335,14.53735,17.71873,15.685,15.712729999999999
2025-10-16,20.0,21.0,21.5,24.5,15.5,,,,,,25.35838,16.4327,15.0967,17.97175,15.938,15.89545
2025-10-24,20.0,19.75,21.5,22.0,16.0,,,,,,23.81138,17.31755,15.981549999999999,17.30273,15.269,15.81243
2025-10-31,18.0,17.75,18.5,20.0,16.0,,,,,,24.28838,16.38875,15.05275,16.76248,14.728,15.24268
2025-11-07,17.0,19.5,21.0,18.5,16.0,,,,,,27.7085,16.50085,15.16485,16.67825,14.644,14.582180000000001
2025-11-14,19.0,19.5,21.0,20.5,16.0,,,,,,26.968130000000002,17.071150000000003,15.735149999999999,17.79893,15.765,14.74535
2025-11-21,18.5,22.0,21.0,21.0,16.0,,,,,,30.291880000000003,17.353900000000003,16.0179,18.09765,16.064,14.7601
2025-11-28,20.0,22.0,20.0,21.0,16.0,,,,,,37.15813,17.5658,16.2298,18.215,16.181,14.88468
2025-12-05,20.0,20.25,21.0,22.0,16.0,,,,,,42.151129999999995,16.52965,15.19365,18.15363,16.12,15.14608
2025-12-12,20.0,20.0,20.0,23.5,14.0,,,,,,30.73075,15.1944,13.8584,17.33315,15.299,14.48158
2025-12-19,19.0,18.0,16.0,19.5,13.0,,,,,,30.05175,11.90815,10.572149999999999,15.441,13.407,13.43188
